participant_id,c_utts,c_form,c_gloss,c_obj,C_Pret,context,p_utts,p_form,p_gloss,p_obj,id,C_wpu
29,NA,NA,NA,NA,NA,NA,show Molly.,Point,E,E,10290701906,0
29,NA,NA,NA,NA,NA,NA,show -- show her that face.,Point,E,E,10290701907,0
29,NA,NA,NA,NA,NA,NA,show her.,NA,NA,NA,10290701908,0
29,"and look at this face,",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701909,5
29,NA,NA,NA,NA,NA,NA,is that what this is?,NA,NA,NA,10290700191,0
29,NA,NA,NA,NA,NA,NA,"oh, show Molly that face.",Point,E,E,10290701910,0
29,NA,NA,NA,NA,NA,NA,the sad face.,NA,NA,NA,10290701911,0
29,NA,NA,NA,NA,NA,NA,boo!,NA,NA,NA,10290701912,0
29,"no -- no, that doesn't do this.",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701913,7
29,brr!,iconic,cold person,NA,NA,NA,NA,NA,NA,NA,10290701914,1
29,NA,NA,NA,NA,NA,NA,"oh, that's the cold?",iconic,cold person,NA,10290701915,0
29,NA,NA,NA,NA,NA,NA,brr!,iconic,cold person,NA,10290701916,0
29,how about we pretend that this place is the outside.,Iconic,Outside's shape,NA,NA,NA,NA,NA,NA,NA,10290701917,10
29,brr.,iconic,cold person,NA,1,NA,"brr, it's cold.",iconic,cold person,NA,10290701918,1
29,cold.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701919,1
29,the bright crayons.,Point~,Crayons on floor,Crayons on floor,NA,NA,NA,NA,NA,NA,10290700192,3
29,I'm going to put my rain jacket on.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701920,8
29,it's starting to rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701921,4
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290701922,0
29,we have to put a rain jacket on.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701923,8
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290701924,0
29,and my boots on.,iconic,putting on,NA,NA,NA,NA,NA,NA,NA,10290701925,4
29,my rain jacket on.,iconic,buttoning,NA,1,NA,NA,NA,NA,NA,10290701926,4
29,now your rain jacket on.,Hold,Take pretend rain jacket,Pretend rain jacket,1,NA,NA,NA,NA,NA,10290701927,5
29,NA,NA,NA,NA,NA,NA,did you put your hood up?,Iconic,pulling,NA,10290701928,0
29,NA,NA,NA,NA,NA,NA,put your hood up.,NA,NA,NA,10290701929,0
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290700193,0
29,NA,iconic,pulling,NA,NA,NA,NA,NA,NA,NA,10290701930,0
29,NA,NA,NA,NA,NA,NA,NA,Iconic,pulling,NA,10290701931,0
29,NA,NA,NA,NA,NA,NA,it's raining.,NA,NA,NA,10290701932,0
29,NA,NA,NA,NA,NA,NA,are we wet?,NA,NA,NA,10290701933,0
29,"no, we got a rain jacket on.",NA,NA,NA,1,NA,NA,NA,NA,NA,10290701934,7
29,I will put your boots on and your rain jacket on.,palm-iconic,F's feet-putting on,F's feet,NA,Unclear if F is wearing imaginary boots,NA,NA,NA,NA,10290701935,11
29,NA,NA,NA,NA,NA,NA,where are my boots?,NA,NA,NA,10290701936,0
29,you already got your boots on.,Point,imaginary boots,imaginary boots,NA,NA,NA,NA,NA,NA,10290701937,6
29,NA,NA,NA,NA,NA,NA,are you sure?,NA,NA,NA,10290701938,0
29,NA,iconic,putting on,NA,NA,NA,NA,NA,NA,NA,10290701939,0
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290700194,0
29,NA,NA,NA,NA,NA,NA,thank+you.,NA,NA,NA,10290701940,0
29,and your pants on.,iconic,putting on,NA,NA,NA,NA,NA,NA,NA,10290701941,4
29,NA,NA,NA,NA,NA,NA,thank+you.,NA,NA,NA,10290701942,0
29,and your ###,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701943,3
29,now we're all in.,NA,NA,NA,1,NA,NA,NA,NA,NA,10290701944,4
29,NA,NA,NA,NA,NA,NA,that's right.,NA,NA,NA,10290701945,0
29,"hey, I'm going to splash in the puddles with my boots.",NA,NA,NA,1,NA,NA,NA,NA,NA,10290701946,11
29,NA,iconic,jumping/ splashing,NA,NA,NA,NA,NA,NA,NA,10290701947,0
29,NA,NA,NA,NA,NA,NA,ok.,NA,NA,NA,10290701948,0
29,NA,NA,NA,NA,NA,NA,wow.,NA,NA,NA,10290701949,0
29,NA,NA,NA,NA,NA,NA,what do you want to play with now?,NA,NA,NA,10290700195,0
29,NA,NA,NA,NA,NA,NA,can you hop on one foot?,NA,NA,NA,10290701950,0
29,NA,NA,NA,NA,NA,NA,can you hop on one foot?,NA,NA,NA,10290701951,0
29,NA,NA,NA,NA,NA,NA,no?,NA,NA,NA,10290701952,0
29,look at me.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701953,3
29,"when I hold onto this one, I can jump.",NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701954,9
29,NA,NA,NA,NA,NA,NA,"yeah, but you don't jump on chairs.",NA,NA,NA,10290701955,0
29,NA,NA,NA,NA,NA,NA,that's how you get hurt.,NA,NA,NA,10290701956,0
29,but I'm --,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701957,3
29,NA,NA,NA,NA,NA,NA,remember that's how you hit your lip?,NA,NA,NA,10290701958,0
29,NA,NA,NA,NA,NA,NA,remember you were climbing on the chair and that's how you hit your lip.,NA,NA,NA,10290701959,0
29,NA,NA,NA,NA,NA,NA,want to play with the cash register?,NA,NA,NA,10290700196,0
29,how about I hold onto the chair and then I won't fall off.,NA,NA,NA,NA,NA,NA,NA,NA,NA,10290701960,13
29,NA,NA,NA,NA,NA,NA,"no, I don't know about that.",NA,NA,NA,10290701961,0
